entity_id,gender,race,education,label_value,score
66,29085,Male,White,Some-college,0,1.0
67,14453,Male,White,Some-college,0,1.0
68,7788,Male,White,11th,0,1.0
69,25314,Male,White,Some-college,0,1.0
70,23831,Female,White,Bachelors,0,1.0
71,8617,Female,White,Prof-school,1,1.0
72,2163,Male,White,Bachelors,0,0.0
73,14975,Male,Black,Some-college,0,1.0
74,5460,Female,White,HS-grad,0,1.0
75,22020,Male,White,Bachelors,0,1.0
76,10832,Male,White,HS-grad,0,1.0
77,4095,Male,White,HS-grad,0,0.0
78,7185,Female,White,Masters,0,1.0
79,30359,Male,White,HS-grad,0,1.0
80,17441,Male,White,HS-grad,0,1.0
81,23807,Female,White,HS-grad,0,1.0
82,21784,Male,White,HS-grad,0,1.0
83,24743,Male,White,Some-college,0,1.0
84,9646,Female,White,7th-8th,0,0.0
85,17015,Female,White,Bachelors,0,1.0
86,18019,Male,White,11th,0,1.0
87,3215,Male,White,Some-college,0,1.0
88,23270,Male,White,HS-grad,0,1.0
89,18718,Male,White,Some-college,1,0.0
90,25240,Male,White,HS-grad,0,1.0
91,17321,Male,White,10th,0,1.0
92,17292,Male,White,HS-grad,0,1.0
93,15107,Male,White,Bachelors,0,1.0
94,24671,Male,White,Doctorate,0,1.0
95,264,Male,White,11th,0,1.0
96,23427,Female,White,HS-grad,0,1.0
97,30963,Female,Black,Some-college,0,1.0
98,21659,Male,White,Assoc-voc,0,1.0
99,11528,Female,White,HS-grad,0,1.0
100,18865,Male,White,Some-college,0,1.0
101,4975,Male,White,HS-grad,0,1.0
102,31188,Male,White,Bachelors,1,0.0
103,4702,Female,White,HS-grad,0,1.0
104,16832,Male,White,Bachelors,1,0.0
105,2749,Female,White,9th,0,1.0
106,31164,Male,White,Some-college,1,0.0
107,22305,Female,White,Some-college,0,1.0
108,3792,Male,White,Assoc-acdm,0,0.0
109,19461,Female,White,HS-grad,0,1.0
110,28595,Male,White,HS-grad,0,1.0
111,4138,Female,White,Some-college,0,1.0
112,31741,Male,Asian-Pac-Islander,Assoc-acdm,0,1.0
113,1262,Female,White,Assoc-voc,0,1.0
114,10472,Male,White,Some-college,0,1.0
115,21763,Male,White,Bachelors,0,1.0
116,18382,Male,White,HS-grad,0,1.0
117,12514,Female,White,Some-college,0,1.0
118,16560,Female,Black,HS-grad,0,1.0
119,23945,Female,White,Some-college,0,1.0
120,5060,Male,White,Some-college,0,1.0
121,25728,Female,White,10th,0,1.0
122,3906,Male,Black,Bachelors,0,1.0
123,5245,Male,White,Bachelors,0,0.0
124,6156,Male,White,Some-college,0,1.0
125,394,Female,White,HS-grad,0,1.0
126,22061,Female,Black,Assoc-acdm,0,1.0
127,10484,Female,White,11th,0,1.0
128,28577,Male,White,Masters,0,0.0
129,17476,Male,White,HS-grad,0,0.0
130,5454,Female,White,Assoc-voc,0,1.0
131,30749,Male,White,Assoc-acdm,1,0.0
132,13389,Male,White,Some-college,0,1.0
133,6252,Male,White,Some-college,0,1.0
134,32057,Male,White,Bachelors,0,0.0
135,1503,Male,White,Bachelors,1,0.0
136,8894,Female,White,Masters,0,1.0
137,19510,Male,White,Some-college,0,0.0
138,23131,Male,White,Bachelors,1,1.0
139,1507,Male,White,HS-grad,0,1.0
140,14445,Male,White,Bachelors,0,1.0
141,16510,Male,White,HS-grad,0,1.0
142,3946,Male,White,HS-grad,0,1.0
143,13860,Male,White,Assoc-acdm,0,1.0
144,15845,Female,White,HS-grad,0,1.0
145,6441,Male,White,Bachelors,0,1.0
146,6206,Male,White,Some-college,0,1.0
147,11327,Male,White,Masters,1,1.0
148,11369,Male,Black,10th,0,1.0
149,20641,Male,White,Bachelors,1,0.0
150,3351,Female,White,Some-college,0,1.0
151,28728,Male,Black,Some-college,1,0.0
152,673,Male,White,Bachelors,1,0.0
153,4383,Female,White,Some-college,0,1.0
154,8576,Female,White,Prof-school,0,1.0
155,5022,Male,Amer-Indian-Eskimo,HS-grad,0,1.0
156,8904,Female,White,Some-college,0,1.0
157,6055,Male,White,HS-grad,0,1.0
158,27615,Female,White,11th,0,1.0
159,13649,Male,White,Some-college,0,1.0
160,1254,Male,White,Some-college,0,1.0
161,27808,Female,Asian-Pac-Islander,Some-college,0,1.0
162,14979,Female,White,HS-grad,0,1.0
163,27917,Female,White,HS-grad,0,1.0
164,2883,Female,White,Masters,1,0.0
165,4788,Male,White,Masters,0,0.0
166,4858,Male,White,Some-college,1,0.0
167,18321,Male,White,11th,1,1.0
168,5997,Male,White,HS-grad,1,1.0
169,7145,Male,White,HS-grad,0,1.0
170,17075,Female,White,10th,0,1.0
171,5178,Female,Black,HS-grad,0,1.0
172,31653,Male,White,Bachelors,1,1.0
173,16555,Male,White,7th-8th,0,1.0
174,518,Female,White,Some-college,0,1.0
175,29313,Male,White,Bachelors,1,0.0
176,14216,Male,White,Bachelors,0,1.0
177,697,Male,White,Masters,1,0.0
178,26680,Female,White,Some-college,0,1.0
179,25740,Female,White,HS-grad,0,1.0
180,16500,Male,White,Doctorate,1,0.0
181,19530,Male,White,Bachelors,0,0.0
182,11843,Male,White,HS-grad,0,1.0
183,23341,Male,White,HS-grad,1,1.0
184,29872,Male,White,HS-grad,1,0.0
185,18948,Male,White,HS-grad,1,0.0
186,2330,Female,Asian-Pac-Islander,Some-college,1,0.0
187,1546,Male,White,10th,0,1.0
188,19140,Male,White,11th,1,0.0
189,24398,Male,White,11th,0,1.0
190,26075,Male,White,HS-grad,0,1.0
191,7950,Male,White,Some-college,0,1.0
192,13947,Male,White,Bachelors,1,0.0
193,32485,Female,White,HS-grad,0,1.0
194,26466,Male,White,Assoc-voc,0,0.0
195,2685,Female,Black,Some-college,0,1.0
196,1798,Male,White,HS-grad,1,0.0
197,2072,Male,White,HS-grad,0,1.0
198,13914,Male,White,Some-college,1,1.0
199,8648,Female,White,Some-college,0,1.0
200,1761,Male,White,HS-grad,0,1.0
201,7837,Male,White,Some-college,1,0.0
202,21,Female,Black,HS-grad,0,1.0
203,30196,Female,White,Some-college,0,1.0
204,28061,Male,White,Some-college,0,0.0
205,13618,Male,Black,Assoc-voc,0,1.0
206,17145,Female,White,HS-grad,0,1.0
207,4086,Male,White,10th,0,1.0
208,19805,Male,White,Some-college,1,0.0
209,5499,Male,White,HS-grad,0,1.0
210,23508,Male,Asian-Pac-Islander,Bachelors,0,1.0
211,7859,Male,White,Some-college,0,1.0
212,14417,Male,White,Bachelors,0,1.0
213,20016,Female,White,Some-college,0,1.0
214,30453,Male,White,Some-college,0,1.0
215,23811,Female,Black,Some-college,0,1.0
216,18130,Female,White,HS-grad,0,1.0
217,23696,Male,White,HS-grad,0,1.0
218,16883,Female,White,HS-grad,0,1.0
219,20096,Male,White,Assoc-acdm,1,1.0
220,31322,Male,White,Assoc-voc,1,0.0
221,7327,Male,White,Doctorate,1,0.0
222,24681,Male,White,11th,0,1.0
223,24416,Male,Black,HS-grad,0,1.0
224,4196,Male,White,9th,0,1.0
225,24061,Female,Black,HS-grad,0,1.0
226,7548,Male,White,HS-grad,0,1.0
227,15358,Female,Black,HS-grad,0,1.0
228,27534,Male,White,HS-grad,0,1.0
229,6317,Female,White,Bachelors,0,1.0
230,19998,Male,White,Some-college,1,0.0
231,16166,Male,White,HS-grad,0,0.0
232,25409,Male,White,HS-grad,0,1.0
233,10001,Female,White,Bachelors,0,1.0
234,12090,Male,White,Assoc-voc,0,1.0
235,13821,Male,Asian-Pac-Islander,10th,0,1.0
236,28042,Female,White,Assoc-acdm,0,1.0
237,31169,Male,White,Bachelors,0,1.0
238,10963,Male,White,Some-college,0,1.0
239,3879,Female,Asian-Pac-Islander,5th-6th,1,1.0
240,18982,Male,White,Prof-school,0,0.0
241,8306,Female,White,Some-college,0,1.0
242,24631,Male,White,Doctorate,1,0.0
243,11897,Male,White,Some-college,1,1.0
244,27300,Male,White,Assoc-acdm,1,0.0
245,21534,Male,Black,12th,0,1.0
246,13952,Female,White,11th,0,1.0
247,30753,Male,White,Some-college,1,0.0
248,5352,Male,White,HS-grad,0,1.0
249,18434,Female,White,HS-grad,0,1.0
250,15992,Male,Other,HS-grad,0,1.0
251,31096,Male,White,Masters,1,0.0
252,22328,Female,White,HS-grad,1,1.0
253,28194,Male,White,Bachelors,0,1.0
254,18097,Male,White,HS-grad,0,1.0
255,9629,Male,White,Masters,1,0.0
256,29859,Male,White,Masters,0,0.0
257,29546,Female,White,Some-college,0,1.0
258,15680,Male,White,Some-college,0,1.0
259,11325,Male,White,HS-grad,1,0.0
260,4560,Male,White,Some-college,0,1.0
261,18951,Male,White,HS-grad,0,1.0
262,30035,Female,Black,HS-grad,0,1.0
263,7864,Male,White,HS-grad,0,1.0
264,1695,Male,Black,HS-grad,1,0.0
265,11946,Female,Asian-Pac-Islander,11th,0,1.0
266,9740,Male,White,10th,0,1.0
267,19890,Male,White,Assoc-voc,0,1.0
268,19580,Female,Amer-Indian-Eskimo,HS-grad,0,1.0
269,4183,Male,White,HS-grad,0,1.0
270,26483,Female,White,Some-college,0,1.0
271,10250,Male,Black,Assoc-voc,0,1.0
272,29375,Male,White,Some-college,0,1.0
273,27140,Male,White,Doctorate,1,0.0
274,2282,Male,White,HS-grad,1,1.0
275,2868,Male,White,Bachelors,0,1.0
276,15664,Male,White,Prof-school,1,0.0
277,31044,Male,White,5th-6th,0,1.0
278,15364,Male,White,Assoc-voc,0,1.0
279,6253,Male,White,HS-grad,0,1.0
280,18144,Male,White,HS-grad,0,1.0
281,19311,Male,White,Some-college,0,1.0
282,24390,Female,White,Some-college,0,1.0
283,20881,Male,White,HS-grad,0,1.0
284,12299,Male,White,HS-grad,1,1.0
285,11289,Male,White,Bachelors,0,1.0
286,27094,Male,White,Assoc-voc,0,1.0
287,15790,Male,Black,Masters,0,1.0
288,10640,Male,White,HS-grad,0,1.0
289,10593,Female,Black,Bachelors,0,1.0
290,12496,Female,White,HS-grad,0,1.0
291,31477,Female,White,HS-grad,0,1.0
292,21387,Male,White,Bachelors,0,0.0
293,23190,Male,White,Masters,1,0.0
294,32437,Male,White,HS-grad,0,1.0
295,2196,Male,White,Some-college,1,0.0
296,14604,Female,White,Some-college,0,1.0
297,30174,Male,White,Bachelors,1,1.0
298,17877,Male,Asian-Pac-Islander,9th,0,1.0
299,13376,Female,White,Masters,0,1.0
300,16889,Male,White,Assoc-acdm,0,1.0
301,24509,Male,White,HS-grad,0,0.0
302,9389,Male,White,HS-grad,0,1.0
303,7385,Male,White,Bachelors,1,0.0
304,12243,Female,White,HS-grad,0,1.0
305,16969,Male,White,Assoc-acdm,0,1.0
306,3424,Male,White,5th-6th,0,1.0
307,10562,Male,Black,HS-grad,0,0.0
308,2417,Female,White,Some-college,0,1.0
309,3790,Male,White,Bachelors,0,1.0
310,13909,Male,White,HS-grad,0,1.0
311,101,Male,White,Bachelors,1,0.0
312,19093,Male,White,Some-college,0,1.0
313,20148,Male,White,Bachelors,0,0.0
314,21709,Male,White,Bachelors,0,1.0
315,12736,Female,White,Assoc-voc,0,1.0
316,5789,Female,White,7th-8th,0,1.0
317,1243,Male,White,HS-grad,1,0.0
318,2639,Female,White,5th-6th,0,1.0
319,12862,Male,White,Bachelors,0,0.0
320,8385,Female,Black,HS-grad,0,1.0
321,1387,Male,White,Some-college,1,1.0
322,8371,Female,White,Some-college,0,1.0
323,2361,Male,White,Prof-school,1,0.0
324,32448,Male,White,7th-8th,0,1.0
325,1407,Female,White,Assoc-acdm,1,0.0
326,19188,Male,White,11th,0,1.0
327,28181,Male,White,HS-grad,0,0.0
328,26900,Male,Black,HS-grad,0,1.0
329,22759,Male,White,HS-grad,0,1.0
330,7519,Female,Amer-Indian-Eskimo,HS-grad,0,1.0
331,27164,Male,White,7th-8th,0,0.0
332,6840,Male,White,HS-grad,0,1.0
333,12160,Female,White,Some-college,0,1.0
334,22207,Male,White,Some-college,0,1.0
335,9115,Male,White,Bachelors,0,1.0
336,10309,Male,White,Assoc-voc,1,1.0
337,8049,Female,White,HS-grad,0,1.0
338,31388,Male,White,Bachelors,1,0.0
339,12652,Female,Black,11th,0,1.0
340,30457,Male,White,Bachelors,0,1.0
341,19894,Male,White,Some-college,0,1.0
342,5813,Male,White,Assoc-voc,1,0.0
343,19103,Male,White,Assoc-acdm,0,1.0
344,12298,Male,White,HS-grad,0,1.0
345,30886,Male,White,HS-grad,0,1.0
346,7165,Female,White,Some-college,0,1.0
347,29482,Female,Black,Assoc-voc,0,1.0
348,11918,Male,White,HS-grad,1,1.0
349,11496,Male,Black,Some-college,0,1.0
350,15154,Female,White,HS-grad,0,1.0
351,7329,Female,White,HS-grad,0,1.0
352,16334,Male,White,Doctorate,0,0.0
353,26896,Male,White,HS-grad,0,0.0
354,29489,Male,White,Assoc-acdm,0,1.0
355,25491,Male,White,Masters,1,0.0
356,251,Female,Black,Bachelors,0,0.0
357,10894,Female,White,HS-grad,0,1.0
358,25015,Female,Black,Some-college,0,1.0
359,16593,Male,White,HS-grad,1,0.0
360,30531,Female,White,7th-8th,0,1.0
361,10373,Male,White,Some-college,0,1.0
362,27244,Male,Asian-Pac-Islander,Masters,0,1.0
363,21652,Female,White,HS-grad,1,1.0
364,15792,Male,White,Bachelors,0,1.0
365,22218,Female,White,HS-grad,0,1.0
366,21245,Male,White,Bachelors,1,0.0
367,1645,Female,White,HS-grad,1,0.0
368,12404,Male,Asian-Pac-Islander,HS-grad,0,1.0
369,32458,Male,White,Bachelors,1,0.0
370,24820,Female,White,Some-college,0,1.0
371,6328,Male,White,Some-college,0,1.0
372,10176,Female,Black,12th,0,1.0
373,4134,Female,White,HS-grad,0,1.0
374,18106,Male,White,Assoc-acdm,1,1.0
375,15171,Female,White,5th-6th,0,1.0
376,27097,Female,Black,Assoc-voc,0,1.0
377,24495,Male,White,HS-grad,0,1.0
378,22275,Male,White,HS-grad,1,0.0
379,28433,Male,Asian-Pac-Islander,Masters,1,0.0
380,24068,Male,White,Some-college,0,1.0
381,28483,Male,White,5th-6th,0,1.0
382,27106,Male,White,HS-grad,0,1.0
383,16346,Female,White,7th-8th,0,1.0
384,5670,Male,White,Bachelors,0,1.0
385,5392,Female,White,Bachelors,0,1.0
386,18485,Male,White,Some-college,0,1.0
387,10980,Male,White,HS-grad,1,0.0
388,7986,Male,White,Some-college,0,1.0
389,23264,Male,White,Some-college,0,1.0
390,6091,Male,White,HS-grad,0,0.0
391,13717,Male,White,HS-grad,0,1.0
392,21113,Male,White,7th-8th,0,1.0
393,23501,Male,White,Assoc-voc,1,1.0
394,2039,Male,White,Some-college,1,1.0
395,4446,Female,Black,HS-grad,0,1.0
396,9327,Male,White,Assoc-voc,0,1.0
397,27190,Female,White,Bachelors,0,1.0
398,2521,Female,White,Masters,0,1.0
399,24386,Male,White,Some-college,1,0.0
400,23858,Male,White,HS-grad,0,1.0
401,6892,Male,Black,Some-college,0,1.0
402,27077,Female,White,9th,1,0.0
403,21984,Male,White,HS-grad,0,1.0
404,2060,Female,Asian-Pac-Islander,HS-grad,0,1.0
405,14553,Female,Black,11th,0,1.0
406,8600,Male,White,Some-college,0,1.0
407,10061,Male,White,Assoc-acdm,1,0.0
408,8251,Female,Black,Masters,1,0.0
409,3618,Male,White,HS-grad,0,1.0
410,16537,Female,White,HS-grad,0,1.0
411,6026,Male,White,HS-grad,0,1.0
412,28372,Male,White,Bachelors,0,1.0
413,25432,Male,White,Bachelors,0,0.0
414,22727,Female,White,Bachelors,0,1.0
415,22038,Male,White,Bachelors,0,1.0
416,27673,Female,White,Assoc-voc,0,1.0
417,18856,Male,White,11th,0,1.0
418,3647,Female,Asian-Pac-Islander,Bachelors,0,1.0
419,21216,Male,White,Bachelors,1,0.0
420,22587,Male,Black,HS-grad,0,1.0
421,21410,Male,Amer-Indian-Eskimo,10th,0,1.0
422,28241,Female,White,Some-college,0,1.0
423,19064,Female,White,7th-8th,0,1.0
424,15002,Male,White,Assoc-voc,0,0.0
425,6881,Male,White,Some-college,0,1.0
426,3764,Male,White,Some-college,0,1.0
427,13133,Female,White,HS-grad,0,1.0
428,24948,Female,White,HS-grad,0,1.0
429,29025,Male,White,9th,0,1.0
430,26544,Female,White,Bachelors,0,1.0
431,22368,Female,White,Bachelors,0,1.0
432,14815,Male,White,Prof-school,1,1.0
433,25764,Male,White,Some-college,1,0.0
434,17659,Male,White,HS-grad,0,1.0
435,12478,Male,White,HS-grad,0,1.0
436,20323,Male,White,Assoc-acdm,0,1.0
437,20288,Female,White,Bachelors,1,0.0
438,11884,Male,White,HS-grad,1,1.0
439,32009,Male,White,Masters,0,1.0
440,650,Male,White,Some-college,0,1.0
441,23699,Female,Black,HS-grad,0,1.0
442,22761,Male,White,Bachelors,1,1.0
443,30401,Female,White,Masters,1,0.0
444,11057,Male,White,Some-college,0,1.0
445,10415,Female,White,HS-grad,1,1.0
446,11242,Male,White,Some-college,0,0.0
447,998,Male,White,Some-college,0,1.0
448,2452,Male,Other,10th,0,1.0
449,4994,Male,White,Bachelors,0,0.0
450,27541,Male,White,HS-grad,0,1.0
451,3083,Male,White,HS-grad,0,1.0
452,26040,Male,White,HS-grad,0,1.0
453,6248,Male,White,HS-grad,0,0.0
454,9686,Male,White,Some-college,1,0.0
455,6640,Female,White,Some-college,0,1.0
456,12504,Male,White,Some-college,1,1.0
457,12113,Male,White,HS-grad,1,0.0
458,10443,Female,White,10th,0,1.0
459,30551,Male,Other,HS-grad,0,1.0
460,15211,Male,White,Assoc-voc,1,1.0
461,13604,Male,White,HS-grad,0,1.0
462,28129,Male,White,Bachelors,0,0.0
463,2487,Female,White,HS-grad,0,1.0
464,17083,Female,White,Assoc-voc,0,1.0
465,8835,Female,Black,Some-college,0,1.0
466,24115,Male,White,11th,0,1.0
467,21536,Female,White,Bachelors,0,1.0
468,29152,Male,White,Some-college,0,1.0
469,24737,Male,White,HS-grad,0,1.0
470,4300,Female,White,Some-college,0,1.0
471,10933,Male,White,Assoc-voc,0,1.0
472,25413,Male,White,Assoc-voc,0,1.0
473,6856,Male,White,11th,0,1.0
474,21211,Female,White,Some-college,0,1.0
475,7003,Male,White,Some-college,0,1.0
476,18727,Male,White,Bachelors,0,1.0
477,30472,Male,White,HS-grad,0,1.0
478,13866,Male,White,HS-grad,0,1.0
479,23463,Female,White,Some-college,0,1.0
480,14148,Male,White,Bachelors,1,0.0
481,8403,Female,White,Some-college,0,1.0
482,23407,Male,White,HS-grad,0,1.0
483,30184,Female,White,Some-college,0,1.0
484,15668,Male,White,Masters,1,0.0
485,13410,Female,White,Assoc-voc,1,0.0
486,16202,Male,White,Some-college,0,1.0
487,16981,Female,White,9th,0,1.0
488,1611,Female,White,Assoc-acdm,1,1.0
489,12430,Male,White,Bachelors,0,1.0
490,11217,Male,White,Assoc-acdm,0,1.0
491,4418,Female,White,Some-college,0,1.0
492,11334,Male,White,Masters,1,0.0
493,26637,Female,White,HS-grad,1,0.0
494,14844,Female,White,Some-college,0,1.0
495,5300,Male,White,HS-grad,0,1.0
496,10842,Male,White,Assoc-voc,1,1.0
497,22535,Male,White,11th,0,1.0
498,5001,Female,White,Bachelors,0,1.0
499,8245,Male,White,Some-college,0,1.0
500,19576,Male,White,1st-4th,1,0.0
501,13565,Male,White,Bachelors,0,0.0
502,21363,Male,White,Assoc-acdm,0,1.0
503,25315,Male,White,Prof-school,1,1.0
504,28709,Female,White,Some-college,0,1.0
505,17215,Female,White,HS-grad,0,1.0
506,31305,Female,White,HS-grad,0,1.0
507,25036,Female,White,HS-grad,0,1.0
508,16710,Male,Black,11th,0,1.0
509,17868,Male,White,HS-grad,1,1.0
510,23942,Male,White,Assoc-voc,1,1.0
511,12943,Male,White,Some-college,0,0.0
512,13632,Male,White,HS-grad,0,1.0
513,5856,Male,White,Some-college,0,1.0
514,29605,Male,White,Assoc-acdm,0,1.0
515,26851,Male,White,Bachelors,0,1.0
516,22916,Male,White,HS-grad,0,1.0
517,20094,Male,Black,10th,0,1.0
518,15095,Male,White,HS-grad,1,0.0
519,20827,Female,Black,11th,0,1.0
520,31346,Male,White,Some-college,1,0.0
521,31991,Male,White,Some-college,0,1.0
522,1727,Male,White,HS-grad,0,1.0
523,8383,Female,White,Assoc-acdm,0,1.0
524,32535,Male,Black,12th,0,1.0
525,25297,Female,White,11th,0,1.0
526,7463,Female,Black,Some-college,0,1.0
527,16392,Male,White,Masters,0,1.0
528,26929,Male,White,Bachelors,1,0.0
529,31982,Male,White,Bachelors,0,0.0
530,3775,Female,White,Some-college,0,1.0
531,29463,Male,White,Bachelors,0,1.0
532,15175,Female,White,Bachelors,0,1.0
533,12191,Male,White,Some-college,0,1.0
534,16576,Male,Asian-Pac-Islander,Some-college,1,0.0
535,17540,Male,Asian-Pac-Islander,Doctorate,1,0.0
536,29162,Male,White,10th,0,1.0
537,266,Male,White,Some-college,0,1.0
538,16277,Male,Black,Some-college,1,1.0
539,26961,Female,White,HS-grad,0,1.0
540,16618,Female,White,Some-college,0,1.0
541,25909,Male,White,Bachelors,1,1.0
542,4636,Male,White,Assoc-acdm,1,1.0
543,23629,Male,White,12th,0,1.0
544,29251,Female,White,Bachelors,1,1.0
545,6544,Female,Black,9th,0,1.0
546,21079,Female,White,Masters,1,0.0
547,24341,Female,White,HS-grad,0,1.0
548,6032,Female,Asian-Pac-Islander,Assoc-acdm,1,0.0
549,31632,Male,White,HS-grad,0,1.0
550,12266,Female,White,Bachelors,1,0.0
551,29850,Male,White,Some-college,0,1.0
552,4194,Male,White,12th,0,1.0
553,18294,Female,White,Some-college,0,1.0
554,10525,Female,White,Bachelors,0,1.0
555,21985,Female,White,Some-college,0,1.0
556,24224,Male,White,HS-grad,0,1.0
557,23404,Male,White,HS-grad,1,1.0
558,26062,Female,White,Some-college,0,1.0
559,30252,Male,White,Some-college,0,1.0
560,2674,Male,White,7th-8th,0,1.0
561,28788,Female,White,Assoc-voc,1,1.0
562,19059,Female,White,HS-grad,0,1.0
563,519,Male,White,Bachelors,1,0.0
564,15012,Male,White,5th-6th,0,1.0
565,16781,Male,White,11th,0,1.0
566,32040,Male,Black,Bachelors,0,0.0
567,17127,Male,White,HS-grad,0,1.0
568,6465,Male,White,Prof-school,1,0.0
569,10910,Female,White,Bachelors,1,0.0
570,28412,Female,White,Some-college,0,1.0
571,7233,Female,White,Some-college,0,1.0
572,31159,Male,White,HS-grad,1,1.0
573,11314,Male,White,Doctorate,1,0.0
574,10989,Male,White,Bachelors,1,0.0
575,4698,Male,White,9th,0,1.0
576,15567,Female,White,11th,1,1.0
577,872,Male,White,Masters,1,0.0
578,29818,Female,White,HS-grad,0,1.0
579,10833,Male,White,HS-grad,0,1.0
580,9854,Male,White,HS-grad,0,1.0
581,14305,Male,White,Masters,0,1.0
582,2728,Female,White,Some-college,0,1.0
583,17601,Male,White,Assoc-voc,0,0.0
584,17897,Male,White,Assoc-voc,0,1.0
585,14170,Female,White,Some-college,0,1.0
586,24790,Male,White,Prof-school,1,0.0
587,20564,Female,Black,Bachelors,0,1.0
588,25005,Male,White,HS-grad,0,1.0
589,21163,Male,White,Assoc-acdm,1,1.0
590,243,Male,White,Some-college,0,1.0
591,27384,Male,White,11th,0,1.0
592,24533,Male,White,Bachelors,1,0.0
593,28016,Female,White,HS-grad,0,1.0
594,5595,Male,White,HS-grad,1,1.0
595,9870,Female,White,Some-college,0,1.0
596,32312,Male,White,12th,0,1.0
597,8945,Male,White,HS-grad,0,1.0
598,23004,Male,White,Bachelors,0,0.0
599,17317,Female,White,HS-grad,0,1.0
600,867,Male,White,11th,0,1.0
601,20197,Female,White,Bachelors,0,1.0
602,14469,Female,White,Masters,0,1.0
603,12047,Female,Black,9th,0,1.0
604,3865,Female,White,HS-grad,1,1.0
605,12400,Female,White,Some-college,0,1.0
606,18301,Female,White,Some-college,0,1.0
607,4954,Female,White,HS-grad,0,1.0
608,13195,Female,White,Assoc-acdm,0,0.0
609,3164,Male,White,Prof-school,1,0.0
610,907,Male,Black,Bachelors,0,1.0
611,17445,Male,White,1st-4th,0,1.0
612,21055,Female,White,Some-college,0,1.0
613,32398,Male,White,HS-grad,0,1.0
614,29223,Male,White,10th,0,1.0
615,15284,Male,White,Some-college,1,1.0
616,8974,Female,White,HS-grad,0,1.0
617,31023,Male,Black,HS-grad,0,1.0
618,5653,Male,White,Assoc-voc,0,1.0
619,2397,Female,White,Some-college,0,1.0
620,17074,Male,White,9th,0,1.0
621,19824,Male,White,HS-grad,0,1.0
622,25738,Female,White,Some-college,1,0.0
623,24943,Male,White,Bachelors,1,0.0
624,11086,Male,White,Bachelors,0,1.0
625,29953,Female,White,11th,0,1.0
626,19857,Female,Black,Some-college,0,1.0
627,7235,Female,White,Bachelors,0,1.0
628,3736,Female,White,Assoc-voc,0,1.0
629,13963,Male,White,Bachelors,1,0.0
